subID,Grit_score,BSCS_score,BFI_E_score,BFI_A_score,BFI_C_score,BFI_N_score,BFI_O_score,Planfulness_score,r1.descriptiveness,r2.descriptiveness,r3.descriptiveness,r1.planfulness,r2.planfulness,r3.planfulness,Count,term,descriptiveness.average,planfulness.average
3479008,3.583333333,2.615384615,3.15,3.313934426,3.217160233,3.185414201,3.310414201,3.466666667,1,1,1,1,1,1,44,winter,1,1
3465891,3.5,3.461538462,3.366666667,3.465027322,3.400511193,3.495749289,3.370749289,3.8,1,1,1,1,1,3,9,fall,1,1.666666667
3465891,3.5,3.461538462,3.366666667,3.465027322,3.400511193,3.495749289,3.370749289,3.8,1,1,1,1,1,3,46,winter,1,1.666666667
3450004,2.416666667,2.307692308,3.366666667,3.497814208,3.36878195,3.210051791,3.460051791,2.233333333,2,3,1,2,2,2,0,fall,2,2
3450004,2.416666667,2.307692308,3.366666667,3.497814208,3.36878195,3.210051791,3.460051791,2.233333333,2,3,1,2,2,2,33,winter,2,2
3445767,3.833333333,3.153846154,3.4,3.268852459,3.301110524,3.332856555,3.426606555,4,2,2,2,2,3,4,34,fall,2,3
3445767,3.833333333,3.153846154,3.4,3.268852459,3.301110524,3.332856555,3.426606555,4,2,2,2,2,3,4,55,winter,2,3
3424563,3.333333333,1.846153846,3.266666667,3.430601093,3.108020448,3.647702987,3.585202987,3.5,1,1,2,1,1,3,19,fall,1.333333333,1.666666667
3424563,3.333333333,1.846153846,3.266666667,3.430601093,3.108020448,3.647702987,3.585202987,3.5,1,1,2,1,1,3,31,winter,1.333333333,1.666666667
3414626,1.75,1.923076923,3.316666667,3.349453552,3.317195487,3.666401837,3.635151837,2.933333333,2,2,3,2,3,4,26,fall,2.333333333,3
3414626,1.75,1.923076923,3.316666667,3.349453552,3.317195487,3.666401837,3.635151837,2.933333333,2,2,3,2,3,4,54,winter,2.333333333,3
3380770,4,4,3.4,3.662295082,3.307456372,3.180472245,3.555472245,4.333333333,1,2,3,1,3,4,0,fall,2,2.666666667
3380770,4,4,3.4,3.662295082,3.307456372,3.180472245,3.555472245,4.333333333,1,2,3,1,3,4,58,winter,2,2.666666667
3363427,3.916666667,4.307692308,3.583333333,2.993169399,3.444782302,3.063829921,3.501329921,4.366666667,1,2,2,2,2,4,33,fall,1.666666667,2.666666667
3363427,3.916666667,4.307692308,3.583333333,2.993169399,3.444782302,3.063829921,3.501329921,4.366666667,1,2,2,2,2,4,38,winter,1.666666667,2.666666667
3245442,4,3,3.483333333,3.680054645,3.615538516,3.488554389,3.707304389,3.566666667,1,2,2,2,2,2,1,fall,1.666666667,2
3245442,4,3,3.483333333,3.680054645,3.615538516,3.488554389,3.707304389,3.566666667,1,2,2,2,2,2,4,winter,1.666666667,2
3140473,3.5,2.384615385,3.5,3.467213115,3.628503437,3.596757406,3.628007406,3.233333333,1,2,1,1,2,1,7,fall,1.333333333,1.333333333
3140473,3.5,2.384615385,3.5,3.467213115,3.628503437,3.596757406,3.628007406,3.233333333,1,2,1,1,2,1,33,winter,1.333333333,1.333333333
3137978,3,3.153846154,3.083333333,3.214480874,3.053190552,3.243666742,3.337416742,3.8,1,1,1,1,1,1,7,fall,1,1
3137978,3,3.153846154,3.083333333,3.214480874,3.053190552,3.243666742,3.337416742,3.8,1,1,1,1,1,1,12,winter,1,1
3136767,4,3.769230769,3.3,3.529508197,3.464992068,3.369753972,3.526003972,4.033333333,2,3,2,3,5,4,30,fall,2.333333333,4
3136767,4,3.769230769,3.3,3.529508197,3.464992068,3.369753972,3.526003972,4.033333333,2,3,2,3,5,4,39,winter,2.333333333,4
3041523,3.166666667,3,3.133333333,3.198907104,3.069874846,3.228605004,3.322355004,3.833333333,1,1,1,1,2,3,40,fall,1,2
3041523,3.166666667,3,3.133333333,3.198907104,3.069874846,3.228605004,3.322355004,3.833333333,1,1,1,1,2,3,47,winter,1,2
3036253,2.833333333,3.307692308,3.616666667,3.38715847,3.451674599,3.324690472,3.793440472,4,1,1,1,1,2,2,13,fall,1,1.666666667
3036253,2.833333333,3.307692308,3.616666667,3.38715847,3.451674599,3.324690472,3.793440472,4,1,1,1,1,2,2,54,winter,1,1.666666667
2942824,2.583333333,3,3.05,3.443442623,2.99182972,3.087067815,3.462067815,3.233333333,1,1,1,1,1,1,29,fall,1,1
2942824,2.583333333,3,3.05,3.443442623,2.99182972,3.087067815,3.462067815,3.233333333,1,1,1,1,1,1,24,winter,1,1
2927540,2.583333333,3.384615385,3.566666667,3.763387978,3.408549268,3.376803237,3.720553237,3.466666667,1,1,2,1,1,1,36,fall,1.333333333,1
2927540,2.583333333,3.384615385,3.566666667,3.763387978,3.408549268,3.376803237,3.720553237,3.466666667,1,1,2,1,1,1,27,winter,1.333333333,1
2927483,3.166666667,3.230769231,3.116666667,3.378961749,3.346703684,3.378449716,3.534699716,4.066666667,1,2,1,2,2,1,8,fall,1.333333333,1.666666667
2927483,3.166666667,3.230769231,3.116666667,3.378961749,3.346703684,3.378449716,3.534699716,4.066666667,1,2,1,2,2,1,17,winter,1.333333333,1.666666667
2850841,3.833333333,3.076923077,3.6,3.796721311,3.441882602,3.568866729,3.631366729,3.966666667,1,2,1,1,2,1,8,fall,1.333333333,1.333333333
2850841,3.833333333,3.076923077,3.6,3.796721311,3.441882602,3.568866729,3.631366729,3.966666667,1,2,1,1,2,1,62,winter,1.333333333,1.333333333
2824866,3.583333333,3.307692308,3.45,3.581147541,3.613405605,3.32769132,3.35894132,3.833333333,1,1,2,1,1,1,39,fall,1.333333333,1
2824866,3.583333333,3.307692308,3.45,3.581147541,3.613405605,3.32769132,3.35894132,3.833333333,1,1,2,1,1,1,40,winter,1.333333333,1
2801749,3.916666667,3.615384615,3.033333333,3.19726776,3.390816147,3.073355829,3.354605829,4,1,2,2,2,3,4,2,fall,1.666666667,3
2801749,3.916666667,3.615384615,3.033333333,3.19726776,3.390816147,3.073355829,3.354605829,4,1,2,2,2,3,4,9,winter,1.666666667,3
2786458,3.666666667,2.692307692,3.433333333,3.531693989,3.46717786,3.340193733,3.590193733,3.3,1,2,2,2,3,3,0,fall,1.666666667,2.666666667
2786458,3.666666667,2.692307692,3.433333333,3.531693989,3.46717786,3.340193733,3.590193733,3.3,1,2,2,2,3,3,22,winter,1.666666667,2.666666667
2728355,2.5,2.846153846,3.016666667,3.246174863,3.246174863,2.960460578,3.179210578,3.266666667,1,1,1,1,1,1,0,fall,1,1
2728355,2.5,2.846153846,3.016666667,3.246174863,3.246174863,2.960460578,3.179210578,3.266666667,1,1,1,1,1,1,29,winter,1,1
2625700,2.583333333,2.307692308,3.166666667,3.199453552,3.134937423,3.357159645,3.232159645,3.133333333,1,2,1,1,2,1,22,fall,1.333333333,1.333333333
2625700,2.583333333,2.307692308,3.166666667,3.199453552,3.134937423,3.357159645,3.232159645,3.133333333,1,2,1,1,2,1,35,winter,1.333333333,1.333333333
2462124,2.166666667,1.923076923,3.2,3.003278689,3.035536753,3.416489134,3.603989134,2.7,1,1,1,1,1,1,2,fall,1,1
2462124,2.166666667,1.923076923,3.2,3.003278689,3.035536753,3.416489134,3.603989134,2.7,1,1,1,1,1,1,1,winter,1,1
2451496,3.333333333,3.307692308,3.366666667,3.333879781,3.204847523,3.109609428,3.359609428,3.733333333,1,1,1,1,1,1,26,fall,1,1
2451496,3.333333333,3.307692308,3.366666667,3.333879781,3.204847523,3.109609428,3.359609428,3.733333333,1,1,1,1,1,1,20,winter,1,1
2448383,2.25,2.538461538,3.116666667,3.215027322,3.150511193,3.055273098,3.274023098,2.9,1,2,1,2,3,3,39,fall,1.333333333,2.666666667
2448383,2.25,2.538461538,3.116666667,3.215027322,3.150511193,3.055273098,3.274023098,2.9,1,2,1,2,3,3,31,winter,1.333333333,2.666666667
2424215,3.833333333,3.461538462,3.6,3.436065574,3.468323638,3.50006967,3.37506967,3.866666667,1,1,1,2,2,2,14,fall,1,2
2424215,3.833333333,3.461538462,3.6,3.436065574,3.468323638,3.50006967,3.37506967,3.866666667,1,1,1,2,2,2,13,winter,1,2
2420394,3.166666667,3.153846154,3.35,3.186065574,3.057033316,2.803065062,3.240565062,3.8,1,1,1,1,1,2,29,fall,1,1.333333333
2420394,3.166666667,3.153846154,3.35,3.186065574,3.057033316,2.803065062,3.240565062,3.8,1,1,1,1,1,2,44,winter,1,1.333333333
2409675,3.083333333,2.461538462,3.433333333,3.59726776,3.177912921,3.177912921,3.677912921,3.333333333,1,1,1,2,1,2,21,fall,1,1.666666667
2409675,3.083333333,2.461538462,3.433333333,3.59726776,3.177912921,3.177912921,3.677912921,3.333333333,1,1,1,2,1,2,27,winter,1,1.666666667
2357201,3.333333333,2.769230769,3.016666667,3.246174863,3.407465186,3.248735027,3.248735027,3.266666667,1,1,1,1,1,1,0,fall,1,1
2357201,3.333333333,2.769230769,3.016666667,3.246174863,3.407465186,3.248735027,3.248735027,3.266666667,1,1,1,1,1,1,54,winter,1,1
2315043,3.083333333,3.846153846,2.883333333,3.11284153,3.274131853,2.829687408,2.860937408,3.2,1,2,3,1,4,4,0,fall,2,3
2315043,3.083333333,3.846153846,2.883333333,3.11284153,3.274131853,2.829687408,2.860937408,3.2,1,2,3,1,4,4,10,winter,2,3
2313549,4.25,3.076923077,3.466666667,3.269945355,3.398977613,3.018025232,3.268025232,3.933333333,2,2,2,2,3,3,18,fall,2,2.666666667
2313549,4.25,3.076923077,3.466666667,3.269945355,3.398977613,3.018025232,3.268025232,3.933333333,2,2,2,2,3,3,21,winter,2,2.666666667
2284133,3.5,3.615384615,3.083333333,3.148907104,3.213423233,3.022947042,3.210447042,3.7,1,1,2,2,2,2,15,fall,1.333333333,2
2284133,3.5,3.615384615,3.083333333,3.148907104,3.213423233,3.022947042,3.210447042,3.7,1,1,2,2,2,2,22,winter,1.333333333,2
2277607,1.833333333,1.769230769,3.583333333,3.025956284,3.122730478,3.567174922,3.598424922,2.5,1,1,2,2,1,2,10,fall,1.333333333,1.666666667
2277607,1.833333333,1.769230769,3.583333333,3.025956284,3.122730478,3.567174922,3.598424922,2.5,1,1,2,2,1,2,16,winter,1.333333333,1.666666667
2254322,3,2.692307692,3.15,3.051639344,2.954865151,3.240579436,3.271829436,2.666666667,1,2,2,1,2,1,0,fall,1.666666667,1.333333333
2254322,3,2.692307692,3.15,3.051639344,2.954865151,3.240579436,3.271829436,2.666666667,1,2,2,1,2,1,31,winter,1.666666667,1.333333333
2232693,4,3.461538462,3.35,3.41557377,3.4800899,3.353105773,3.196855773,3.7,1,2,2,2,3,3,21,fall,1.666666667,2.666666667
2232693,4,3.461538462,3.35,3.41557377,3.4800899,3.353105773,3.196855773,3.7,1,2,2,2,3,3,40,winter,1.666666667,2.666666667
2222040,3.5,3.307692308,2.983333333,3.180054645,3.276828838,3.213336775,3.182086775,3.7,1,2,1,1,3,2,20,fall,1.333333333,2
2222040,3.5,3.307692308,2.983333333,3.180054645,3.276828838,3.213336775,3.182086775,3.7,1,2,1,1,3,2,37,winter,1.333333333,2
2197963,3.666666667,3.692307692,3.433333333,3.433333333,3.304301075,3.304301075,3.335551075,4.1,1,2,2,2,2,2,21,fall,1.666666667,2
2197963,3.666666667,3.692307692,3.433333333,3.433333333,3.304301075,3.304301075,3.335551075,4.1,1,2,2,2,2,2,40,winter,1.666666667,2
2196603,2.25,3.615384615,3.283333333,3.086612022,3.280160409,3.597620726,3.628870726,2.8,1,2,1,1,2,2,21,fall,1.333333333,1.666666667
2196603,2.25,3.615384615,3.283333333,3.086612022,3.280160409,3.597620726,3.628870726,2.8,1,2,1,1,2,2,12,winter,1.333333333,1.666666667
2191928,3.25,2.692307692,3.25,3.31557377,3.3800899,3.443581963,3.349831963,3.2,1,2,1,1,2,1,34,fall,1.333333333,1.333333333
2191928,3.25,2.692307692,3.25,3.31557377,3.3800899,3.443581963,3.349831963,3.2,1,2,1,1,2,1,45,winter,1.333333333,1.333333333
2181249,2.333333333,2.615384615,3.116666667,3.018306011,3.115080204,3.337302427,3.243552427,2.966666667,1,1,1,1,1,1,15,fall,1,1
2181249,2.333333333,2.615384615,3.116666667,3.018306011,3.115080204,3.337302427,3.243552427,2.966666667,1,1,1,1,1,1,6,winter,1,1
2178358,3.166666667,3.153846154,3.1,3.198360656,3.198360656,3.039630497,3.570880497,4.133333333,1,2,2,2,2,3,23,fall,1.666666667,2.333333333
2178358,3.166666667,3.153846154,3.1,3.198360656,3.198360656,3.039630497,3.570880497,4.133333333,1,2,2,2,2,3,27,winter,1.666666667,2.333333333
2029486,4.166666667,3.923076923,3.166666667,3.265027322,3.265027322,2.947567005,3.103817005,3.766666667,2,2,1,2,2,2,73,fall,1.666666667,2
2029486,4.166666667,3.923076923,3.166666667,3.265027322,3.265027322,2.947567005,3.103817005,3.766666667,2,2,1,2,2,2,86,winter,1.666666667,2
2011572,2.25,2,3.016666667,3.377322404,2.957967566,3.307173915,3.119673915,3.433333333,2,2,2,3,3,2,0,fall,2,2.666666667
2011572,2.25,2,3.016666667,3.377322404,2.957967566,3.307173915,3.119673915,3.433333333,2,2,2,3,3,2,21,winter,2,2.666666667
1943525,3.75,3.153846154,3.016666667,2.885519126,2.788744932,2.7569989,3.0694989,3.033333333,1,2,1,2,2,2,26,fall,1.333333333,2
1943525,3.75,3.153846154,3.016666667,2.885519126,2.788744932,2.7569989,3.0694989,3.033333333,1,2,1,2,2,2,23,winter,1.333333333,2
1906779,3.083333333,2.692307692,3.266666667,3.201092896,3.29786709,3.170882963,3.358382963,3.3,1,2,1,2,2,2,40,fall,1.333333333,2
1906779,3.083333333,2.692307692,3.266666667,3.201092896,3.29786709,3.170882963,3.358382963,3.3,1,2,1,2,2,2,39,winter,1.333333333,2
1903936,3.833333333,3.384615385,3.25,3.25,3.282258065,2.901305684,3.120055684,3.7,2,2,2,2,2,3,26,fall,2,2.333333333
1903936,3.833333333,3.384615385,3.25,3.25,3.282258065,2.901305684,3.120055684,3.7,2,2,2,2,2,3,45,winter,2,2.333333333
1875106,3.5,3.461538462,3.233333333,3.134972678,3.296263,3.201024905,3.138524905,3.666666667,1,1,1,1,1,1,0,fall,1,1
1875106,3.5,3.461538462,3.233333333,3.134972678,3.296263,3.201024905,3.138524905,3.666666667,1,1,1,1,1,1,39,winter,1,1
1862514,4.083333333,3.230769231,3.583333333,3.288251366,3.481799753,3.100847372,3.319597372,4.166666667,1,1,1,1,1,1,45,fall,1,1
1862514,4.083333333,3.230769231,3.583333333,3.288251366,3.481799753,3.100847372,3.319597372,4.166666667,1,1,1,1,1,1,49,winter,1,1
1843421,3.333333333,2.615384615,3.316666667,3.447814208,3.383298079,3.351552047,3.382802047,3.2,2,3,2,2,2,2,46,fall,2.333333333,2
1843421,3.333333333,2.615384615,3.316666667,3.447814208,3.383298079,3.351552047,3.382802047,3.2,2,3,2,2,2,2,58,winter,2.333333333,2
1835054,3.083333333,3.076923077,3.7,3.404918033,3.275885775,3.244139743,3.587889743,4.3,2,2,2,2,4,4,21,fall,2,3.333333333
1835054,3.083333333,3.076923077,3.7,3.404918033,3.275885775,3.244139743,3.587889743,4.3,2,2,2,2,4,4,21,winter,2,3.333333333
1777648,3.75,3.230769231,3.233333333,3.167759563,3.038727305,3.1339654,3.4464654,3.666666667,1,1,1,1,1,1,25,fall,1,1
1777648,3.75,3.230769231,3.233333333,3.167759563,3.038727305,3.1339654,3.4464654,3.666666667,1,1,1,1,1,1,31,winter,1,1
1746828,3,2.769230769,3.5,3.303278689,3.561343205,3.6565813,3.4378313,3.033333333,1,1,1,2,2,2,18,fall,1,2
1746828,3,2.769230769,3.5,3.303278689,3.561343205,3.6565813,3.4378313,3.033333333,1,1,1,2,2,2,41,winter,1,2
1734105,2.916666667,2.923076923,3.05,3.11557377,3.1800899,3.116597836,3.147847836,3,1,1,1,1,1,2,62,fall,1,1.333333333
1734105,2.916666667,2.923076923,3.05,3.11557377,3.1800899,3.116597836,3.147847836,3,1,1,1,1,1,2,35,winter,1,1.333333333
1679619,3.5,3.076923077,3.183333333,3.216120219,2.958055702,2.989801734,2.989801734,3.533333333,1,2,1,1,2,2,10,fall,1.333333333,1.666666667
1679619,3.5,3.076923077,3.183333333,3.216120219,2.958055702,2.989801734,2.989801734,3.533333333,1,2,1,1,2,2,13,winter,1.333333333,1.666666667
1577584,4.083333333,4.538461538,3.216666667,3.347814208,3.541362595,3.287394341,3.193644341,3.866666667,1,2,2,3,2,3,1,fall,1.666666667,2.666666667
1577584,4.083333333,4.538461538,3.216666667,3.347814208,3.541362595,3.287394341,3.193644341,3.866666667,1,2,2,3,2,3,18,winter,1.666666667,2.666666667
1504432,4.166666667,4.307692308,3.483333333,3.384972678,3.514004936,3.037814459,3.287814459,4.266666667,2,2,2,2,2,2,47,fall,2,2
1504432,4.166666667,4.307692308,3.483333333,3.384972678,3.514004936,3.037814459,3.287814459,4.266666667,2,2,2,2,2,2,38,winter,2,2
1489478,2.666666667,2.230769231,3.383333333,3.350546448,3.22151419,3.602466571,3.664966571,3.5,0,0,0,0,0,0,38,fall,0,0
1489478,2.666666667,2.230769231,3.383333333,3.350546448,3.22151419,3.602466571,3.664966571,3.5,0,0,0,0,0,0,35,winter,0,0
1458998,3.416666667,4.461538462,3.233333333,3.331693989,3.718790763,3.274346319,3.243096319,3.933333333,3,3,2,3,3,3,15,fall,2.666666667,3
1458998,3.416666667,4.461538462,3.233333333,3.331693989,3.718790763,3.274346319,3.243096319,3.933333333,3,3,2,3,3,3,38,winter,2.666666667,3
1458941,3.166666667,3.076923077,3.066666667,3.165027322,3.068253129,3.004761065,3.067261065,3.466666667,1,2,1,2,3,2,31,fall,1.333333333,2.333333333
1458941,3.166666667,3.076923077,3.066666667,3.165027322,3.068253129,3.004761065,3.067261065,3.466666667,1,2,1,2,3,2,34,winter,1.333333333,2.333333333
1457254,3.25,3.846153846,3.633333333,3.731693989,3.570403666,3.44341954,3.47466954,3.733333333,0,0,0,0,0,0,3,fall,0,0
1457254,3.25,3.846153846,3.633333333,3.731693989,3.570403666,3.44341954,3.47466954,3.733333333,0,0,0,0,0,0,7,winter,0,0
1409016,3,3.230769231,2.883333333,3.276775956,3.180001763,3.053017636,3.240517636,2.233333333,1,2,1,2,2,3,2,fall,1.333333333,2.333333333
1409016,3,3.230769231,2.883333333,3.276775956,3.180001763,3.053017636,3.240517636,2.233333333,1,2,1,2,2,3,6,winter,1.333333333,2.333333333
1380143,2.666666667,3.153846154,3.4,3.531147541,3.59566367,3.468679543,3.593679543,3.433333333,2,2,2,3,2,2,12,fall,2,2.333333333
1380143,2.666666667,3.153846154,3.4,3.531147541,3.59566367,3.468679543,3.593679543,3.433333333,2,2,2,3,2,2,30,winter,2,2.333333333
1378047,3.666666667,3.153846154,3.083333333,3.214480874,3.18222281,3.213968842,3.182718842,3.866666667,1,2,2,2,2,2,4,fall,1.666666667,2
1378047,3.666666667,3.153846154,3.083333333,3.214480874,3.18222281,3.213968842,3.182718842,3.866666667,1,2,2,2,2,2,25,winter,1.666666667,2
1370201,2.5,2.692307692,3.6,3.304918033,3.240401904,3.335639999,3.241889999,2.7,1,1,1,1,1,1,34,fall,1,1
1370201,2.5,2.692307692,3.6,3.304918033,3.240401904,3.335639999,3.241889999,2.7,1,1,1,1,1,1,48,winter,1,1
1367829,3.25,3.461538462,3.333333333,3.333333333,3.301075269,3.174091142,3.455341142,3.066666667,1,1,1,1,1,2,25,fall,1,1.333333333
1367829,3.25,3.461538462,3.333333333,3.333333333,3.301075269,3.174091142,3.455341142,3.066666667,1,1,1,1,1,2,14,winter,1,1.333333333
1299073,3.583333333,3.769230769,2.983333333,3.14726776,3.14726776,2.925045537,3.331295537,4,1,2,1,2,4,2,19,fall,1.333333333,2.666666667
1299073,3.583333333,3.769230769,2.983333333,3.14726776,3.14726776,2.925045537,3.331295537,4,1,2,1,2,4,2,70,winter,1.333333333,2.666666667
1270310,4.083333333,3.692307692,3.183333333,3.084972678,3.149488807,2.927266584,2.989766584,3.666666667,1,2,1,2,4,3,5,fall,1.333333333,3
1270310,4.083333333,3.692307692,3.183333333,3.084972678,3.149488807,2.927266584,2.989766584,3.666666667,1,2,1,2,4,3,32,winter,1.333333333,3
1254542,2.583333333,2.923076923,3.133333333,3.231693989,3.231693989,3.104709862,3.198459862,3.333333333,1,1,1,1,1,1,0,fall,1,1
1254542,2.583333333,2.923076923,3.133333333,3.231693989,3.231693989,3.104709862,3.198459862,3.333333333,1,1,1,1,1,1,16,winter,1,1
1224438,3.25,2.615384615,3.433333333,3.433333333,3.207526882,3.080542755,3.268042755,3.566666667,1,1,1,1,1,1,29,fall,1,1
1224438,3.25,2.615384615,3.433333333,3.433333333,3.207526882,3.080542755,3.268042755,3.566666667,1,1,1,1,1,1,21,winter,1,1
1211514,3.833333333,4.076923077,3.266666667,3.332240437,3.396756566,2.92056609,3.38931609,4.066666667,1,2,2,2,2,4,29,fall,1.666666667,2.666666667
1211514,3.833333333,4.076923077,3.266666667,3.332240437,3.396756566,2.92056609,3.38931609,4.066666667,1,2,2,2,2,4,32,winter,1.666666667,2.666666667
1207262,4.333333333,4.153846154,3.366666667,3.432240437,3.303208179,3.207970084,3.457970084,3.7,2,2,2,2,4,3,45,fall,2,3
1207262,4.333333333,4.153846154,3.366666667,3.432240437,3.303208179,3.207970084,3.457970084,3.7,2,2,2,2,4,3,45,winter,2,3
1163277,2.833333333,2.307692308,3.2,3.232786885,3.103754627,3.611691135,3.424191135,3.1,1,2,1,1,2,1,18,fall,1.333333333,1.333333333
1163277,2.833333333,2.307692308,3.2,3.232786885,3.103754627,3.611691135,3.424191135,3.1,1,2,1,1,2,1,14,winter,1.333333333,1.333333333
1093287,3.583333333,3.307692308,3.433333333,3.105464481,3.16998061,3.074742515,3.512242515,4.233333333,2,2,2,2,2,3,0,fall,2,2.333333333
1093287,3.583333333,3.307692308,3.433333333,3.105464481,3.16998061,3.074742515,3.512242515,4.233333333,2,2,2,2,2,3,54,winter,2,2.333333333
1067266,3.5,3.692307692,3.4,3.432786885,3.271496563,3.017528309,3.486278309,3.766666667,1,1,2,1,2,3,10,fall,1.333333333,2
1067266,3.5,3.692307692,3.4,3.432786885,3.271496563,3.017528309,3.486278309,3.766666667,1,1,2,1,2,3,39,winter,1.333333333,2
916067,3.083333333,3.307692308,3.35,3.35,3.446774194,3.129313876,3.348063876,3.6,1,1,2,1,1,2,17,fall,1.333333333,1.333333333
916067,3.083333333,3.307692308,3.35,3.35,3.446774194,3.129313876,3.348063876,3.6,1,1,2,1,1,2,22,winter,1.333333333,1.333333333
898739,4.166666667,4.307692308,3.266666667,3.168306011,3.426370527,3.204148305,3.391648305,4.2,2,1,2,2,2,3,74,fall,1.666666667,2.333333333
898739,4.166666667,4.307692308,3.266666667,3.168306011,3.426370527,3.204148305,3.391648305,4.2,2,1,2,2,2,3,81,winter,1.666666667,2.333333333
779022,2.916666667,3.615384615,3.666666667,3.568306011,3.697338269,3.570354142,4.039104142,4.2,1,1,1,1,1,1,0,fall,1,1
779022,2.916666667,3.615384615,3.666666667,3.568306011,3.697338269,3.570354142,4.039104142,4.2,1,1,1,1,1,1,53,winter,1,1
744594,3.333333333,3.307692308,3.2,3.2,3.232258065,3.137019969,3.168269969,3.233333333,1,2,3,2,4,5,10,fall,2,3.666666667
744594,3.333333333,3.307692308,3.2,3.2,3.232258065,3.137019969,3.168269969,3.233333333,1,2,3,2,4,5,49,winter,2,3.666666667
731567,2.5,3.384615385,3.516666667,3.385519126,3.288744932,3.320490964,3.632990964,3.366666667,1,2,2,1,2,2,0,fall,1.666666667,1.666666667
731567,2.5,3.384615385,3.516666667,3.385519126,3.288744932,3.320490964,3.632990964,3.366666667,1,2,2,1,2,2,33,winter,1.666666667,1.666666667
653027,3.916666667,3.769230769,2.95,3.245081967,3.180565838,2.67262933,3.04762933,3.966666667,1,1,2,1,1,1,13,fall,1.333333333,1
653027,3.916666667,3.769230769,2.95,3.245081967,3.180565838,2.67262933,3.04762933,3.966666667,1,1,2,1,1,1,13,winter,1.333333333,1
620103,4.166666667,2.846153846,3.6,3.763934426,3.699418297,3.38195798,3.41320798,3.633333333,1,1,1,1,3,3,28,fall,1,2.333333333
620103,4.166666667,2.846153846,3.6,3.763934426,3.699418297,3.38195798,3.41320798,3.633333333,1,1,1,1,3,3,35,winter,1,2.333333333
589066,3.083333333,3.846153846,2.95,3.409016393,3.054177684,2.958939589,3.396439589,2.8,1,1,1,1,1,3,15,fall,1,1.666666667
589066,3.083333333,3.846153846,2.95,3.409016393,3.054177684,2.958939589,3.396439589,2.8,1,1,1,1,1,3,13,winter,1,1.666666667
569109,4.333333333,3.846153846,3.416666667,3.056010929,3.475365768,3.221397514,3.440147514,4.066666667,1,2,2,2,2,3,37,fall,1.666666667,2.333333333
569109,4.333333333,3.846153846,3.416666667,3.056010929,3.475365768,3.221397514,3.440147514,4.066666667,1,2,2,2,2,3,33,winter,1.666666667,2.333333333
563471,3.75,3.076923077,3.35,3.41557377,3.351057641,3.224073514,3.505323514,3.966666667,2,2,2,2,3,3,3,fall,2,2.666666667
563471,3.75,3.076923077,3.35,3.41557377,3.351057641,3.224073514,3.505323514,3.966666667,2,2,2,2,3,3,35,winter,2,2.666666667
531193,2.916666667,2.769230769,3.65,3.453278689,3.388762559,3.515746686,3.546996686,3.7,1,1,1,1,1,2,18,fall,1,1.333333333
531193,2.916666667,2.769230769,3.65,3.453278689,3.388762559,3.515746686,3.546996686,3.7,1,1,1,1,1,2,29,winter,1,1.333333333
521496,3,3.076923077,3.316666667,3.218306011,3.347338269,3.029877952,3.498627952,3.6,1,2,1,1,2,1,55,fall,1.333333333,1.333333333
521496,3,3.076923077,3.316666667,3.218306011,3.347338269,3.029877952,3.498627952,3.6,1,2,1,1,2,1,49,winter,1.333333333,1.333333333
505453,3.5,4.230769231,3.45,3.286065574,3.253807509,3.031585287,3.594085287,4,3,3,3,5,5,5,42,fall,3,5
505453,3.5,4.230769231,3.45,3.286065574,3.253807509,3.031585287,3.594085287,4,3,3,3,5,5,5,34,winter,3,5
468035,3.75,3.692307692,3.333333333,3.398907104,3.431165168,3.050212787,3.487712787,4.233333333,2,2,2,2,5,3,16,fall,2,3.333333333
468035,3.75,3.692307692,3.333333333,3.398907104,3.431165168,3.050212787,3.487712787,4.233333333,2,2,2,2,5,3,29,winter,2,3.333333333
320692,3.333333333,2.538461538,3.583333333,3.419398907,3.322624714,3.322624714,3.447624714,3.5,2,3,2,2,2,2,37,fall,2.333333333,2
320692,3.333333333,2.538461538,3.583333333,3.419398907,3.322624714,3.322624714,3.447624714,3.5,2,3,2,2,2,2,29,winter,2.333333333,2
216510,2.666666667,2.384615385,2.9,2.83442623,2.898942359,3.057672517,3.151422517,3.033333333,1,2,2,1,3,4,17,fall,1.666666667,2.666666667
216510,2.666666667,2.384615385,2.9,2.83442623,2.898942359,3.057672517,3.151422517,3.033333333,1,2,2,1,3,4,3,winter,1.666666667,2.666666667
197000,3.583333333,3.307692308,3.133333333,3.264480874,3.167706681,3.262944776,3.356694776,3.8,1,1,1,1,3,2,8,fall,1,2
197000,3.583333333,3.307692308,3.133333333,3.264480874,3.167706681,3.262944776,3.356694776,3.8,1,1,1,1,3,2,30,winter,1,2
168960,2.25,2.230769231,3.3,2.906557377,3.164621893,3.577320306,3.452320306,3.166666667,1,1,1,1,1,1,0,fall,1,1
168960,2.25,2.230769231,3.3,2.906557377,3.164621893,3.577320306,3.452320306,3.166666667,1,1,1,1,1,1,49,winter,1,1
134831,2.833333333,3.461538462,3.266666667,3.03715847,3.198448793,3.039718634,3.289718634,3.9,1,2,2,2,2,3,19,fall,1.666666667,2.333333333
134831,2.833333333,3.461538462,3.266666667,3.03715847,3.198448793,3.039718634,3.289718634,3.9,1,2,2,2,2,3,28,winter,1.666666667,2.333333333
